Same here I need some onions 	 Here
Here 	 This is where it 's at A day at a ball park Watching the game Hanging with your friends family loved one hated ones Hey if you love baseball even though I hate you I will sit and eat a hotdog with you y' know what I mean
This is where it 's at A day at a ball park Watching the game Hanging with your friends family loved one hated ones Hey if you love baseball even though I hate you I will sit and eat a hotdog with you y' know what I mean 	 Haha You 're an idiot I would n't want to share this with someone I hate Let 's say ISIS would you eat a hotdog with an ISIS member
Haha You 're an idiot I would n't want to share this with someone I hate Let 's say ISIS would you eat a hotdog with an ISIS member 	 Um They 're Muslims They do n't eat pork
Um They 're Muslims They do n't eat pork 	 Right bad example Ok That parking maid handing out tickets Would you eat this hotdog with her
Right bad example Ok That parking maid handing out tickets Would you eat this hotdog with her 	 I most certainly would Hell I 'll even buy one for her
I most certainly would Hell I 'll even buy one for her 	 You say that now but we 'll see what you say once you see the ticket amount
You say that now but we 'll see what you say once you see the ticket amount 	 Let 's get some peanuts and get back they 're starting
Let 's get some peanuts and get back they 're starting 	 Here we go the bottom of the 7th We got this game in the bag
Here we go the bottom of the 7th We got this game in the bag 	 We 're behind by points
We 're behind by points 	 I know but these guys do n't start playing until the bottom of the 7th Just you watch
I know but these guys do n't start playing until the bottom of the 7th Just you watch 	 Hope you 're right I got money riding on this
Hope you 're right I got money riding on this 	 How much
How much 	 I got on a vegas line I get if we win Here we go I 'm so excited
Did you watch the Braves and Blue Jays last night 	 Yeah Braves looked terrible and now Freeman is out
Yeah Braves looked terrible and now Freeman is out 	 It was dumb for Braves to retaliate against Bautista
It was dumb for Braves to retaliate against Bautista 	 Yeah all that happened was that he got a free base and that started a big inning
Yeah all that happened was that he got a free base and that started a big inning 	 If you 're going to throw at someone just scare them I guess Why put them on base
If you 're going to throw at someone just scare them I guess Why put them on base 	 Yeah what good does it do to put baserunners on for no reason I never understood that
Yeah what good does it do to put baserunners on for no reason I never understood that 	 Both those teams are terrible anyway
Both those teams are terrible anyway 	 The whole NL East is bad except for the Nationals how many games will they win that division by
The whole NL East is bad except for the Nationals how many games will they win that division by 	 Jeez at least probably Even the Mets are way under
Jeez at least probably Even the Mets are way under 	 And were n't they in the playoffs last year
And were n't they in the playoffs last year 	 Yes and the World Series the year before
Yes and the World Series the year before 	 Well the Royals won it that year and they are even worse I think
Well the Royals won it that year and they are even worse I think 	 I tell you small market teams have to do everything right to stay relevant They need too much luck every year
I tell you small market teams have to do everything right to stay relevant They need too much luck every year 	 Yeah the Royals caught the breaks but now they 're not Big market teams can rebuild much quicker
Yeah the Royals caught the breaks but now they 're not Big market teams can rebuild much quicker 	 Look at the Pirates they had to lose for years just to get enough good players to finally make the playoffs
Look at the Pirates they had to lose for years just to get enough good players to finally make the playoffs 	 Yeah and now they 're in last place again Hopefully it 's not another years
Yeah and now they 're in last place again Hopefully it 's not another years 	 Other than the Rays for a few years and the Royals for a few years it seems like there are about small teams that are invisible
Other than the Rays for a few years and the Royals for a few years it seems like there are about small teams that are invisible 	 I think the Twins and Brewers are actually in first place but how many people realize that
I think the Twins and Brewers are actually in first place but how many people realize that 	 Probably cause their stays wo n't be long I ca n't see the Indians and Cubs not winning those divisions
Probably cause their stays wo n't be long I ca n't see the Indians and Cubs not winning those divisions 	 Yeah but they have both struggled for games now Still asleep at the switch
You see that twins game last night 	 barrios is a beast
barrios is a beast 	 I know Ks and only walk
I know Ks and only walk 	 monster If he could be a reasonable starter we could be good
monster If he could be a reasonable starter we could be good 	 yeah we need like one more good starter and then we can make a run
yeah we need like one more good starter and then we can make a run 	 I 'm not sure about the offense though
I 'm not sure about the offense though 	 still got Mauer
still got Mauer 	 haha he 's washed up
haha he 's washed up 	 no way man he 's only
no way man he 's only 	 yeah but he has NO power
yeah but he has NO power 	 doubles still count and his OBS is great
doubles still count and his OBS is great 	 I do n't know they need Buxton and Sano to come up and play
I do n't know they need Buxton and Sano to come up and play 	 I like sano he 's the MAN
I like sano he 's the MAN 	 same I love watching him rake
same I love watching him rake 	 what are we going to do about buxton
what are we going to do about buxton 	 what do you mean
what do you mean 	 I mean he 's striking out like no tomorrow
I mean he 's striking out like no tomorrow 	 that will take care of itself
that will take care of itself 	 you think so
you think so 	 well only time will tell
What do you think about Pete Rose 	 I think he is one of the greatest most hard-working players in MLB history
I think he is one of the greatest most hard-working players in MLB history 	 And
And 	 And he bet on the game He should be banned it 's the rules
And he bet on the game He should be banned it 's the rules 	 But he never bet on his team to lose
But he never bet on his team to lose 	 So
So 	 So that means he was n't intentionally throwing games as a manager He was trying to win
So that means he was n't intentionally throwing games as a manager He was trying to win 	 So
So 	 So he did n't really do anything WRONG just went against a rule that had been around for a while
So he did n't really do anything WRONG just went against a rule that had been around for a while 	 He still broke it
He still broke it 	 Yeah but in a good competitive way He wanted to win and make some extra on the side
Yeah but in a good competitive way He wanted to win and make some extra on the side 	 I still think he should be banned
I still think he should be banned 	 I think he should be recognized as the second-greatest hitter ever
I think he should be recognized as the second-greatest hitter ever 	 Why second You 're clearly a fanboy
Why second You 're clearly a fanboy 	 Well he 's not baseball 's all-time hit leader
Well he 's not baseball 's all-time hit leader 	 In years he got hits but had far more in Japan
In years he got hits but had far more in Japan 	 How much more
How much more 	 Well last year he passed Pete Rose as the all-time hit king
Well last year he passed Pete Rose as the all-time hit king 	 Dang I did n't realize that
Dang I did n't realize that 	 You 'd hate him He did n't bet on the game
Did you see the Giants extra inning game the other night 	 Yeah innings unbelievable
Yeah innings unbelievable 	 Maybe the Giants will get going now it 's been a rough start to the season
Maybe the Giants will get going now it 's been a rough start to the season 	 What are they something like and
What are they something like and 	 I think so they are so bad I do n't even look at the standings anymore
I think so they are so bad I do n't even look at the standings anymore 	 I know I do n't even know who is ahead in the division It 's usually the Dodgers but I do n't think so this year
I know I do n't even know who is ahead in the division It 's usually the Dodgers but I do n't think so this year 	 Maybe Arizona I 'm not sure either
Maybe Arizona I 'm not sure either 	 It could be the Padres or Rockies as far as I know
It could be the Padres or Rockies as far as I know 	 Anyway back to the extra inning game Posey winning it with a homer that was something
Anyway back to the extra inning game Posey winning it with a homer that was something 	 He was so tired after catching all those innings he was more relieved than joyful
He was so tired after catching all those innings he was more relieved than joyful 	 And I ca n't believe the Giants relievers held the Reds down for all those innings
And I ca n't believe the Giants relievers held the Reds down for all those innings 	 Yeh the pitching has been pretty bad all season and with Bumgarner out it is even worse
Yeh the pitching has been pretty bad all season and with Bumgarner out it is even worse 	 But he has n't even won a game this year
But he has n't even won a game this year 	 Well he was pitching fine not his fault we ca n't hit either
Well he was pitching fine not his fault we ca n't hit either 	 We 've gotten it going lately some hitting and I think we 've won out of seven games
We 've gotten it going lately some hitting and I think we 've won out of seven games 	 Something like that won the Reds and Dodgers series but now we 're on the road
Something like that won the Reds and Dodgers series but now we 're on the road 	 Where are they going
Where are they going 	 Chicago for one I think Krukow and Keiper were talking about Wrigley Field being remodeled and complaining about the fact that it will be awhile before the announcers booth is worked on
Chicago for one I think Krukow and Keiper were talking about Wrigley Field being remodeled and complaining about the fact that it will be awhile before the announcers booth is worked on 	 Those guys are entertaining
Those guys are entertaining 	 Well I hope we can keep it going on the road
Hi 	 Hi
Hi 	 How are you
How are you 	 Well you
Well you 	 Good
Good 	 That 's good
That 's good 	 We 're supposed to talk baseball
We 're supposed to talk baseball 	 Yep Do you like baseball
Yep Do you like baseball 	 Yeah I do You
Yeah I do You 	 Yeah I like baseball sure
Yeah I like baseball sure 	 Do you have a team
Do you have a team 	 Hmm let me think
Hmm let me think 	 I 'm trying to think about it as well
I 'm trying to think about it as well 	 I guess it would be the Bluejays they 're the closest team to me
I guess it would be the Bluejays they 're the closest team to me 	 Oh okay Canada interesting
Oh okay Canada interesting 	 Yeah what about you
Yeah what about you 	 I like the Yankees
I like the Yankees 	 Ah okay
Ah okay 	 Good talking to you
Good talking to you 	 You too
What did you think of last night 's Yankees Royals game 	 I was n't expecting the Royals pitcher to be so good
I was n't expecting the Royals pitcher to be so good 	 Yeah it was the pitcher on Wednesday who was supposed to be a problem for the Yankees
Yeah it was the pitcher on Wednesday who was supposed to be a problem for the Yankees 	 And they really beat up on him
And they really beat up on him 	 The baby bombers are becoming the Bronx bashers
The baby bombers are becoming the Bronx bashers 	 One of those radio guys is calling them the Bash Brothers
One of those radio guys is calling them the Bash Brothers 	 Too bad they could n't score last night
Too bad they could n't score last night 	 After the game Girardi said they were having trouble seeing the ball well Duh
After the game Girardi said they were having trouble seeing the ball well Duh 	 Poor Montgomery I guess it 's tough when you 're just starting out
Poor Montgomery I guess it 's tough when you 're just starting out 	 I think he 's a decent pitcher He has some wins just has to get used to the pressure of the big league
I think he 's a decent pitcher He has some wins just has to get used to the pressure of the big league 	 You know speaking of pitchers Sabathia was pretty impressive the other night
You know speaking of pitchers Sabathia was pretty impressive the other night 	 He was awesome
He was awesome 	 You never know with him
You never know with him 	 Hard to make the transition from high speed thrower to finesse pitching
Hard to make the transition from high speed thrower to finesse pitching 	 I wonder if Petite has been giving him some lessons
I wonder if Petite has been giving him some lessons 	 He 's dealing with a lot getting over his alcoholism learning a different way to pitch And just getting older
He 's dealing with a lot getting over his alcoholism learning a different way to pitch And just getting older 	 I guess Still making the big bucks though
I guess Still making the big bucks though 	 For sure This is his last season with the Yankees Hope he invested his money wisely
For sure This is his last season with the Yankees Hope he invested his money wisely 	 Yeah Say who 's pitching for the Yankees against Tampa tonight
Yeah Say who 's pitching for the Yankees against Tampa tonight 	 I do n't know Tanaka maybe
Can you believe those Colorado Rockies 	 What about them
What about them 	 They 're playing really well right now
They 're playing really well right now 	 The Colorado Rockies
The Colorado Rockies 	 Yeah I could n't believe it either
Yeah I could n't believe it either 	 When was the last time they played well
When was the last time they played well 	 It 's been awhile I ca n't remember for sure
It 's been awhile I ca n't remember for sure 	 Did n't they go to the World Series one year
Did n't they go to the World Series one year 	 Yeah but I believe they were swept
Yeah but I believe they were swept 	 Do you remember who they played
Do you remember who they played 	 I think it was the Boston Redsox
I think it was the Boston Redsox 	 Oh yeah that 's right Back in
Oh yeah that 's right Back in 	 Yeah that 's right
Yeah that 's right 	 Terry Francona was the Red Sox coach
Terry Francona was the Red Sox coach 	 Yeah that 's right I remember Curt Schilling was still pitching for the Red Sox back then
Yeah that 's right I remember Curt Schilling was still pitching for the Red Sox back then 	 Curt Schilling Man he 's a nut job now
Curt Schilling Man he 's a nut job now 	 Yeah he 's kind of become a political talking head
Yeah he 's kind of become a political talking head 	 So the Rockies are playing well now eh
So the Rockies are playing well now eh 	 Yeah best record in baseball right now
Yeah best record in baseball right now 	 Crazy I do n't remember them ever playing that well
I do n't know about America 	 Is there any good American team
Is there any good American team 	 Ugh
Ugh 	 Seattle
Seattle 	 Ugh no
Ugh no 	 The border states
The border states 	 I heard good stuff about New York
I heard good stuff about New York 	 What 's the place that plays New Brunswick teams a lot
What 's the place that plays New Brunswick teams a lot 	 I think Vermont
I think Vermont 	 No I 'm not sure
No I 'm not sure 	 it 's around there
it 's around there 	 Maybe
Maybe 	 Washington
Washington 	 Actually huh
Actually huh 	 Yeah I 'd think
Yeah I 'd think 	 They must
They must 	 They 're in the area kinda
They 're in the area kinda 	 They do good
They do good 	 They do amazing
They do amazing 	 Best team we have
The Rockies are playing the Reds this evening 	 Yeah the Reds just got swept by the cubs
Yeah the Reds just got swept by the cubs 	 The Reds are struggling a little bit they could use a win tonight
The Reds are struggling a little bit they could use a win tonight 	 Yeah but the Rockies are rolling and are looking really good right now
Yeah but the Rockies are rolling and are looking really good right now 	 Yeah they are games over right now
Yeah they are games over right now 	 And they are playing better on the road than they are at home Which is impressive
And they are playing better on the road than they are at home Which is impressive 	 The reds are still only games back after getting swept so they are still engaged
The reds are still only games back after getting swept so they are still engaged 	 Yeah and it 's still early but I would like to see them take care of the Rockies this evening
Yeah and it 's still early but I would like to see them take care of the Rockies this evening 	 Matter of fact the Reds have lost in a row so they got to stop the bleeding
Matter of fact the Reds have lost in a row so they got to stop the bleeding 	 Baseball is such a long season you just have to be able to hang in there
Baseball is such a long season you just have to be able to hang in there 	 Yeah but you never want to fall too far behind It 's a marathon but you do n't want to be way in the back
Yeah but you never want to fall too far behind It 's a marathon but you do n't want to be way in the back 	 Yeah if they could just tread water and hover around to games out of first place they should be in good shape
Yeah if they could just tread water and hover around to games out of first place they should be in good shape 	 Yeah but that is easier said than done They are in a tough division
Yeah but that is easier said than done They are in a tough division 	 That division is tough Especially with the World Series Champions Cubs and the Cardinals
That division is tough Especially with the World Series Champions Cubs and the Cardinals 	 Yeah the Cardinals always seem to be hovering around the top
Yeah the Cardinals always seem to be hovering around the top 	 The Reds are going to have to play awfully well to compete with this group
The Reds are going to have to play awfully well to compete with this group 	 But it can be done they just got to get some timely hitting and good pitching
But it can be done they just got to get some timely hitting and good pitching 	 Yeah but I think the Cubs exposed their pitching that last series
Yeah but I think the Cubs exposed their pitching that last series 	 True but when the Cubs are hot they will expose a lot of teams
True but when the Cubs are hot they will expose a lot of teams 	 Good point Hopefully tonight starts a win streak for the Reds
Where did the nationals begin their baseball history 	 In Washington of course
In Washington of course 	 The team did go away for years
The team did go away for years 	 What happened
What happened 	 I just think the franchise just ended due to money
I just think the franchise just ended due to money 	 It 's been what years since the team started up again
It 's been what years since the team started up again 	 That sounds about right
That sounds about right 	 Have they ever one a world series
Have they ever one a world series 	 I do n't think so
I do n't think so 	 Do you think they have a chance this year
Do you think they have a chance this year 	 I do n't really know I do n't follow them
I do n't really know I do n't follow them 	 I know what you mean
I know what you mean 	 They did look good at the start of the season
They did look good at the start of the season 	 Yeah but you know how that goes
Yeah but you know how that goes 	 Yup good time a good start and bam
Yup good time a good start and bam 	 Yup
Yup 	 What 's next for them Win in a row
What 's next for them Win in a row 	 Your funny
Your funny 	 I wish I could see them play thou
I wish I could see them play thou 	 They would be cool
Did you see the Phillies game yesterday 	 Yes it was terrific
Yes it was terrific 	 Wow what happened
Wow what happened 	 The pitcher threw a no-hitter
The pitcher threw a no-hitter 	 Wow that 's so cool
Wow that 's so cool 	 How did he manage to do that
How did he manage to do that 	 He was throwing over miles an hour on some pitches
He was throwing over miles an hour on some pitches 	 He must be great
He must be great 	 He sure is
He sure is 	 Was he a veteran
Was he a veteran 	 No what is amazing is that he is a rookie
No what is amazing is that he is a rookie 	 That 's unheard of
That 's unheard of 	 Yes he was terrific in college and the minors
Yes he was terrific in college and the minors 	 He must have put on a show
He must have put on a show 	 Yea the crowd was going wild
Yea the crowd was going wild 	 Even the greatest Cubs players could n't get a hit
Even the greatest Cubs players could n't get a hit 	 Yep their top hitter was struck out
Yep their top hitter was struck out 	 Wow that is so cool
Wow that is so cool 	 I wish the Phillies keep up on this winning streak
I wish the Phillies keep up on this winning streak 	 Me too
I ca n't believe the Yankees left the picture in after back-to-back home runs 	 Yeah then he loaded the bases and there was a grand slam
Yeah then he loaded the bases and there was a grand slam 	 I have tickets to the Cubs on Saturday want to go
I have tickets to the Cubs on Saturday want to go 	 I 'd love to What time is the game on Saturday
I 'd love to What time is the game on Saturday 	 I was watching the Yankees and the Astros this week Everyone was wearing pink What 's up with that
I was watching the Yankees and the Astros this week Everyone was wearing pink What 's up with that 	 It 's for breast cancer awareness They are showing their support
It 's for breast cancer awareness They are showing their support 	 Did you watch the Braves game last night
Did you watch the Braves game last night 	 I tried to but it got rained out in the fifth inning
I tried to but it got rained out in the fifth inning 	 I could n't stay up to watch the Reds game How many innings did it go
I could n't stay up to watch the Reds game How many innings did it go 	 It went innings It 's almost like a double-header I was up very late
It went innings It 's almost like a double-header I was up very late 	 Who won the Astro and Yankees last few games
Who won the Astro and Yankees last few games 	 They played three games and it was two-one Astros
They played three games and it was two-one Astros 	 Did you see the altercation between the Red Sox GM and the home umpire
Did you see the altercation between the Red Sox GM and the home umpire 	 Yes he was kicking dust on the ump and deserved to get kicked out of the game
Yes he was kicking dust on the ump and deserved to get kicked out of the game 	 I ca n't believe the Orioles Can they get ever possibly get any worse
I ca n't believe the Orioles Can they get ever possibly get any worse 	 I do n't know how they could get much worse You would think they would be tired of losing
I do n't know how they could get much worse You would think they would be tired of losing 	 I was just getting settled into the A 's game and some fool spilled his drink on me I missed the play
I was just getting settled into the A 's game and some fool spilled his drink on me I missed the play 	 Sorry You just missed the guy getting thrown out on second
Sorry You just missed the guy getting thrown out on second 	 Did you see that That was almost a triple play
Did you see that That was almost a triple play 	 Yeah it could have been if the throw from third was better
How about those Yankees this year 	 I know right who would of expect them to be playing this well
I know right who would of expect them to be playing this well 	 They have such a young team this year thought this was a year to just gain some experience
They have such a young team this year thought this was a year to just gain some experience 	 They are hitting the ball like the bronx bombers of old
They are hitting the ball like the bronx bombers of old 	 I know this Aaron Judge is a monster of a man
I know this Aaron Judge is a monster of a man 	 Yeah he 's like and a tank out there
Yeah he 's like and a tank out there 	 He has such a quick bat and can hit to any field
He has such a quick bat and can hit to any field 	 What has surprised me is that everyone on the team has been hitting
What has surprised me is that everyone on the team has been hitting 	 The pitching has also been solid tis year
The pitching has also been solid tis year 	 Who would of thought they would be coming through likethey are
Who would of thought they would be coming through likethey are 	 They got a shot at the playoff if they can keep up this pace
They got a shot at the playoff if they can keep up this pace 	 With Toronto playing like they are starting off slow again maybe they can get some distance between them
With Toronto playing like they are starting off slow again maybe they can get some distance between them 	 Yeah Toronto has once again started off slowly but they usually turn it around in June
Yeah Toronto has once again started off slowly but they usually turn it around in June 	 Did you catch the Jeter ceremony the other night
Did you catch the Jeter ceremony the other night 	 Yeah it was awesome and well deserved
Yeah it was awesome and well deserved 	 They should of gave him his statue after his last at bat
They should of gave him his statue after his last at bat 	 He was truly the heart and sole of the team
He was truly the heart and sole of the team 	 I really miss seeing him play
I really miss seeing him play 	 I 'm glad I got to see him place live in person before he retired
I 'm glad I got to see him place live in person before he retired 	 Yep me too Something I will tell my kids about
The Philadelphia Phillies are a joke 	 They are one of the worst teams in baseball
They are one of the worst teams in baseball 	 I do n't think I would spend dollars to go watch them play
I do n't think I would spend dollars to go watch them play 	 They are an awful team with a notoriously bad lineup
They are an awful team with a notoriously bad lineup 	 Their pitching sucks really bad as well They are just a hard team to watch
Their pitching sucks really bad as well They are just a hard team to watch 	 I would rather watch curling on TV then to be subjected to their play
I would rather watch curling on TV then to be subjected to their play 	 Right now this team and organization are an embarrassment
Right now this team and organization are an embarrassment 	 I just think it is amazing how fast a team can sink back into mediocrity
I just think it is amazing how fast a team can sink back into mediocrity 	 Yeah it 's hard to believe that there was a time when this team was amazing
Yeah it 's hard to believe that there was a time when this team was amazing 	 Yeah this team used to have a lot of swagger but now they are pathetic to watch
Yeah this team used to have a lot of swagger but now they are pathetic to watch 	 We are less than games into the season and they are already games under
We are less than games into the season and they are already games under 	 They have lost out of their last and I do n't see that turning around any time soon
They have lost out of their last and I do n't see that turning around any time soon 	 I guess on the bright side they are playing ball at home
I guess on the bright side they are playing ball at home 	 Yeah but they struggled horribly on the road and they have played more road games to this point
Yeah but they struggled horribly on the road and they have played more road games to this point 	 But it wo n't matter this team is just not good
But it wo n't matter this team is just not good 	 Very true It 's bad when the season is already over and you just got started
Very true It 's bad when the season is already over and you just got started 	 Yeah this is an organization that needs to start over from scratch
Yeah this is an organization that needs to start over from scratch 	 Yeah this team wo n't be good for a long long time
Yeah this team wo n't be good for a long long time 	 But you never know things can change fast in sports
But you never know things can change fast in sports 	 Maybe but it 's going to take some divine intervention to change this team around
So do you think that baseball players still retaliate against each other 	 You mean like throwing balls and bats at players
You mean like throwing balls and bats at players 	 Yeah Like what happened between the Braves and Blue Jayes
Yeah Like what happened between the Braves and Blue Jayes 	 Oh yeah What was the deal with that Bautista seemed like he was looking for something
Oh yeah What was the deal with that Bautista seemed like he was looking for something 	 When he smashed that homer and ran the bases Jace Peterson and Kurt Suzuki both said something to him
When he smashed that homer and ran the bases Jace Peterson and Kurt Suzuki both said something to him 	 And then on Thursday Teheran was trying to nail Bautista on the plate
And then on Thursday Teheran was trying to nail Bautista on the plate 	 What was that first pitch mph
What was that first pitch mph 	 Yep and it barely missed him Then his second throw the one that hit Bautista was recorded at mph
Yep and it barely missed him Then his second throw the one that hit Bautista was recorded at mph 	 The blue Jays crushed the Braves Thursday night
The blue Jays crushed the Braves Thursday night 	 Sure did With in the first and more in the second two innings
Sure did With in the first and more in the second two innings 	 I wonder what Teheran was thinking about when he was pitching
I wonder what Teheran was thinking about when he was pitching 	 Seemed like he would have been better off keeping his mind on the game instead of getting back at Bautista
Seemed like he would have been better off keeping his mind on the game instead of getting back at Bautista 	 Even after he got hit the first time the second time at bat he killed it again with a double
Even after he got hit the first time the second time at bat he killed it again with a double 	 Yeah he sure was n't intimidated by Teheran
Yeah he sure was n't intimidated by Teheran 	 These are grown men You 'd think they would be over trying to get even with one another
These are grown men You 'd think they would be over trying to get even with one another 	 Right It 's not like it 's sand lot baseball
Right It 's not like it 's sand lot baseball 	 What would have happened it one of his own players had gotten hurt
What would have happened it one of his own players had gotten hurt 	 The Braves would have really been sucking wind then
The Braves would have really been sucking wind then 	 All in all let 's just be grown ups and play ball here okay
All in all let 's just be grown ups and play ball here okay 	 Sounds good to me Steerike
The Cubs play the Cardinals Friday Saturday and Sunday 	 Are you going to attend
Are you going to attend 	 I wish I were
I wish I were 	 I have some extra tickets
I have some extra tickets 	 I would love to go but I ca n't afford the tickets
I would love to go but I ca n't afford the tickets 	 I will sell them to you half price
I will sell them to you half price 	 Oh I would n't feel right about allowing you to do that
Oh I would n't feel right about allowing you to do that 	 Hey we are good friends
Hey we are good friends 	 Yes but I just would not feel good about not paying full price
Yes but I just would not feel good about not paying full price 	 I would love for you to go to the game with me I made some extra money this week and can afford to let you have them half price
I would love for you to go to the game with me I made some extra money this week and can afford to let you have them half price 	 Oh that 's so nice of you I will talk to Ray and see what he says
Oh that 's so nice of you I will talk to Ray and see what he says 	 It would be fun if you go Mary is going too
It would be fun if you go Mary is going too 	 I will let you know tomorrow evening
I will let you know tomorrow evening 	 Well I sure hope you decide to go with me and Mary
Well I sure hope you decide to go with me and Mary 	 I know Ray would enjoy going to see the Cubs play
I know Ray would enjoy going to see the Cubs play 	 Yes he would he 's been a Cub for a long time
Yes he would he 's been a Cub for a long time 	 He sure has years
He sure has years 	 Well I sure hope you will go We will have a good time
Well I sure hope you will go We will have a good time 	 I talked to Ray and he said that we will go with you and Mary
I talked to Ray and he said that we will go with you and Mary 	 Great Just what I was hoping to hear We will pick you guys up around in the morning Friday
Ask some questions to a baseball guru 	 Avasail Garcia buy or sell
Avasail Garcia buy or sell 	 Sell High BABIP suggests it 's good luck
Sell High BABIP suggests it 's good luck 	 Should White Sox trade Robertson What could they get
Should White Sox trade Robertson What could they get 	 He 'd be in demand but I think the Sox would need to eat some money to get anything of real good value
He 'd be in demand but I think the Sox would need to eat some money to get anything of real good value 	 Freddie Freeman 's injury bad or not big deal
Freddie Freeman 's injury bad or not big deal 	 Out for weeks so that 's not good If he makes it through rehab without complications he should return to form
Out for weeks so that 's not good If he makes it through rehab without complications he should return to form 	 When do you think major trades start happening
When do you think major trades start happening 	 I 'd guess first week of June thereabouts
I 'd guess first week of June thereabouts 	 Brewers for real or do they fall back to earth
Brewers for real or do they fall back to earth 	 Good one That 's still tough to tell I 'd guess they do n't win the central but could still be in the WC mix
Good one That 's still tough to tell I 'd guess they do n't win the central but could still be in the WC mix 	 Can the Angels make a run and win their division
Can the Angels make a run and win their division 	 Houston looks to be running away so the Angels can battle around for Wildcard as well I 'd think Texas has a better shot though
Houston looks to be running away so the Angels can battle around for Wildcard as well I 'd think Texas has a better shot though 	 You think the Rangers are still in it I 'm hearing people talk about the moving Darvish already
You think the Rangers are still in it I 'm hearing people talk about the moving Darvish already 	 People talk but Beltre is coming back and they can easily hang around
People talk but Beltre is coming back and they can easily hang around 	 SO you do n't think they move Darvish
SO you do n't think they move Darvish 	 Only if they drop out of contention for sure and I do n't expect that to happen
Only if they drop out of contention for sure and I do n't expect that to happen 	 Doug Fister signed with the Angels can he get back into old form
Doug Fister signed with the Angels can he get back into old form 	 Fister I hardly knew her Have n't seen him in a while so lets see him throw some minor league innings first
Fister I hardly knew her Have n't seen him in a while so lets see him throw some minor league innings first 	 LOL good point
What would be the scariest bench clearing team that you could assemble 	 Hmm Let me think about that one
Hmm Let me think about that one 	 Who would you pick to create an enforcer baseball team a team of players -LRB- pitcher included -RRB- that you would never want to bean with a pitch and have a bench clearing brawl against
Who would you pick to create an enforcer baseball team a team of players -LRB- pitcher included -RRB- that you would never want to bean with a pitch and have a bench clearing brawl against 	 Stanton machado with a bat
Stanton machado with a bat 	 I do n't know
I do n't know 	 How about Mo Vaughn
How about Mo Vaughn 	 He 's like a teddy bear
He 's like a teddy bear 	 Tough crowd
Tough crowd 	 I agree about Stanton though Just give him a bat and stay out of his way
I agree about Stanton though Just give him a bat and stay out of his way 	 Exactly How tall is he anyway
Exactly How tall is he anyway 	 He 's
He 's 	 I thought so He just towers over everybody on the field
I thought so He just towers over everybody on the field 	 Yeah but size does n't always make someone a good fighter
Yeah but size does n't always make someone a good fighter 	 True but it is great camouflage
True but it is great camouflage 	 What do you mean
What do you mean 	 I mean would you in your right mind pick a fight with someone who is that tall
I mean would you in your right mind pick a fight with someone who is that tall 	 No way I 'd be doing my best to stay on his good side
No way I 'd be doing my best to stay on his good side 	 Exactly my point Not everyone will try a giant to see if he is tough or not
Exactly my point Not everyone will try a giant to see if he is tough or not 	 You 're right Especially if that giant swings a baseball for a living
You 're right Especially if that giant swings a baseball for a living 	 Yep
Guess who I met 	 Who
Who 	 I 'll give you a clue
I 'll give you a clue 	 What is that clue
What is that clue 	 They just changed a street name to his name
They just changed a street name to his name 	 Vin scully
Vin scully 	 How did you meet him
How did you meet him 	 I was shopping at a baseball card shop and he was there
I was shopping at a baseball card shop and he was there 	 What was he doing there
What was he doing there 	 He was giving away baseballs
He was giving away baseballs 	 Did you get one
Did you get one 	 I got Nobody was there
I got Nobody was there 	 I do n't believe you
I do n't believe you 	 It 's true It was not advertised
It 's true It was not advertised 	 How many people were there
How many people were there 	 in total
in total 	 I was the only one really
I was the only one really 	 You said
You said 	 Yes me and the people who work the baseball shop
Yes me and the people who work the baseball shop 	 He was the best baseball announcer
Hi 	 Hello
Hello 	 What 's going on
What 's going on 	 Not much
Not much 	 You into baseball
You into baseball 	 Yeah I like baseball
Yeah I like baseball 	 What do you like most about baseball
What do you like most about baseball 	 That 's an interesting question Let me think
That 's an interesting question Let me think 	 Okay
Okay 	 I guess it reminds me of my childhood
I guess it reminds me of my childhood 	 Yeah that 's a good point
Yeah that 's a good point 	 The nostalgia is pretty high with it
The nostalgia is pretty high with it 	 Yeah I understand
Yeah I understand 	 Did you ever play
Did you ever play 	 No never played You
No never played You 	 Yeah I played some little league way back when
Yeah I played some little league way back when 	 Oh neat
Oh neat 	 Yeah it was fun
Yeah it was fun 	 Good talking to you
Good talking to you 	 You too
Do you think the Cubs repeat this year 	 They are having a tough time even staying near
They are having a tough time even staying near 	 I know but its a long season and wait til it warms up
I know but its a long season and wait til it warms up 	 Joe Maddon usually gets his teams hot when they need to be
Joe Maddon usually gets his teams hot when they need to be 	 He is probably one of the best managers in baseball
He is probably one of the best managers in baseball 	 If not the best
If not the best 	 What about the Rangers
What about the Rangers 	 What about them
What about them 	 Do you think they can go far
Do you think they can go far 	 They do this every year
They do this every year 	 Have strong regular seasons
Have strong regular seasons 	 Yeah and then they fumble it come October
Yeah and then they fumble it come October 	 At some point the breaks even out
At some point the breaks even out 	 Yeah I just think they lack the pitching depth
Yeah I just think they lack the pitching depth 	 Hamels being out is going to hurt them
Hamels being out is going to hurt them 	 Yeah and I dont trust Darvish
Yeah and I dont trust Darvish 	 Think he will get hurt
Think he will get hurt 	 No just dont know if he has big game moxie
No just dont know if he has big game moxie 	 Thats interesting for a take
Thats interesting for a take 	 I know but its a fact as well
